region,useCard,dCard,income,education,age,age2,dPhone
3,1,1,10,1,30,900,1
3,2,1,14,1,51,2601,1
3,0,0,10.83333333,0,50,2500,1
3,0,0,4,0,27,729,1
3,0,0,34,1,29,841,1
3,0,0,0,0,63,3969,1
3,0,0,0,0,33,1089,1
3,0,0,8.666666667,0,52,2704,1
3,2,1,0,1,27,729,1
3,0,0,8.666666667,0,52,2704,1
3,0,0,10.83333333,0,55,3025,1
3,0,0,7,0,40,1600,1
3,0,0,9.2,1,39,1521,1
3,3,1,0,1,58,3364,1
3,4,1,12,1,39,1521,1
3,2,1,14,1,27,729,1
3,2,1,9,0,41,1681,1
3,3,1,4.2,0,18,324,1
3,0,0,6.933333333,0,27,729,1
3,0,0,25,1,35,1225,1
3,10,1,10,1,30,900,1
3,1,1,8,1,22,484,0
3,5,1,60,1,36,1296,1
3,1,1,8.666666667,0,59,3481,1
3,1,1,5.2,1,22,484,1
3,1,1,6.5,0,45,2025,1
3,2,1,10,1,42,1764,1
3,1,1,0,0,24,576,1
3,0,0,15.16666667,0,38,1444,1
3,2,1,13,0,36,1296,1
3,0,0,0,0,48,2304,1
3,20,1,12,1,35,1225,1
3,0,0,0,0,62,3844,0
3,4,1,12,1,33,1089,1
3,4,1,0.429,1,38,1444,1
3,4,1,0.429,1,33,1089,1
3,2,1,NA,1,28,784,1
3,2,1,NA,0,98,9604,1
3,5,1,15,1,40,1600,1
3,8,1,0.429,1,42,1764,1
3,0,0,0,0,82,6724,1
3,8,1,36,1,55,3025,1
3,1,1,0,1,59,3481,1
3,6,1,12,1,38,1444,1
3,4,1,40,1,31,961,1
3,2,1,8.666666667,0,28,784,1
3,5,1,10.83333333,1,42,1764,1
3,0,0,6.5,0,20,400,1
3,8,1,60,1,32,1024,1
3,2,1,0,1,68,4624,1
3,4,1,65,1,62,3844,1
3,10,1,0,1,36,1296,1
3,0,0,6.5,0,73,5329,1
3,2,1,0,0,32,1024,1
3,2,1,6.5,1,27,729,1
3,8,1,0,0,48,2304,1
3,3,1,43.33333333,1,41,1681,1
3,0,0,0,0,49,2401,0
3,0,0,5.221666667,0,20,400,1
3,0,0,5.633333333,0,22,484,1
3,0,0,9,0,26,676,0
3,0,0,10,1,43,1849,1
3,0,0,0,0,22,484,1
3,2,1,4.333333333,0,33,1089,1
3,2,1,50,1,43,1849,1
3,1,1,9,1,47,2209,1
3,2,1,47.66666667,0,44,1936,1
3,1,1,8,1,29,841,1
3,2,1,6,0,19,361,1
3,2,1,7.8,0,28,784,1
3,0,0,4.333333333,0,45,2025,0
3,0,0,NA,1,37,1369,1
3,3,1,34,1,43,1849,1
3,4,1,21.66666667,1,44,1936,1
3,4,1,NA,0,48,2304,1
3,2,1,6.4,1,28,784,1
3,4,1,20,1,63,3969,1
3,2,1,20,1,40,1600,1
3,0,0,8.666666667,0,43,1849,1
3,0,0,4.333333333,0,44,1936,1
3,1,1,2.5,0,54,2916,0
3,0,0,8.666666667,0,33,1089,0
3,1,1,0,0,33,1089,1
3,2,1,5.2,0,35,1225,1
3,0,0,0,0,59,3481,0
3,0,0,0,0,63,3969,0
5,2,1,NA,0,42,1764,1
5,5,1,NA,1,50,2500,1
5,1,1,0,1,80,6400,1
5,0,0,NA,1,34,1156,1
5,2,1,20,1,31,961,1
5,2,1,NA,1,34,1156,1
5,4,1,0,0,56,3136,1
5,2,1,12,0,32,1024,1
5,0,0,0,0,26,676,1
5,2,1,0,0,27,729,1
5,3,1,25,1,37,1369,1
5,1,1,8.666666667,1,30,900,1
5,2,1,7,1,43,1849,1
5,12,1,20,1,39,1521,1
5,0,0,8,0,27,729,1
5,12,1,40,1,35,1225,1
5,1,1,6.716666667,0,21,441,1
5,0,0,NA,1,48,2304,1
5,0,0,0,1,25,625,1
5,0,0,16,1,34,1156,1
5,0,0,0,0,70,4900,1
5,0,0,0,0,64,4096,1
5,5,1,7.8,0,24,576,1
5,0,0,6.933333333,0,45,2025,1
5,2,1,10,1,25,625,1
5,0,0,0,0,48,2304,1
5,2,1,16,0,46,2116,1
5,0,0,0,0,32,1024,1
5,1,1,NA,0,31,961,1
5,0,0,0,0,62,3844,0
5,0,0,3.9,0,34,1156,1
5,2,1,4.55,0,29,841,1
5,1,1,12,0,62,3844,1
5,1,1,9,0,31,961,1
5,0,0,NA,1,39,1521,1
5,0,0,0,1,69,4761,1
5,1,1,7,1,50,2500,1
5,4,1,3,1,59,3481,1
5,1,1,NA,0,40,1600,1
5,0,0,0,0,43,1849,1
5,0,0,4.333333333,0,34,1156,1
5,0,0,6,0,27,729,1
5,2,1,10,0,39,1521,1
5,0,0,0,0,64,4096,1
5,20,1,30,1,27,729,1
5,0,0,4,0,48,2304,1
5,1,1,0,1,28,784,1
5,0,0,6.5,0,37,1369,1
5,5,1,13,1,26,676,1
5,0,0,0,0,50,2500,1
5,2,1,12,1,25,625,1
5,0,0,3.416,0,55,3025,1
5,0,0,0,0,40,1600,0
5,0,0,12,1,38,1444,1
5,0,0,14,1,29,841,1
5,0,0,7,0,26,676,1
5,1,1,8,1,48,2304,1
5,0,0,40,1,49,2401,1
5,3,1,3,0,20,400,0
5,1,1,5,0,25,625,0
5,1,1,0,0,69,4761,1
5,5,1,15,1,45,2025,1
5,0,0,3.033333333,0,18,324,0
5,2,1,4.55,0,39,1521,1
5,0,0,2.6,0,24,576,1
5,10,1,5,0,22,484,1
5,0,0,0,0,18,324,1
5,1,1,NA,0,60,3600,1
5,0,0,0,0,73,5329,0
5,10,1,0,0,67,4489,1
5,5,1,5,1,25,625,1
5,1,1,0,0,18,324,1
5,10,1,3.466666667,0,49,2401,1
5,3,1,NA,1,39,1521,1
5,0,0,0,0,49,2401,1
5,0,0,13,0,40,1600,1
5,0,0,NA,1,61,3721,1
5,1,1,14,1,37,1369,1
5,3,1,6,0,64,4096,1
5,2,1,0,0,49,2401,1
5,0,0,2,0,58,3364,0
5,3,1,0,1,68,4624,1
5,3,1,20,1,30,900,1
5,3,1,16,1,28,784,1
5,0,0,0,0,25,625,1
5,0,0,6.933333333,0,46,2116,1
5,1,1,0,0,52,2704,0
5,2,1,13,0,46,2116,1
5,0,0,10.83333333,0,56,3136,0
5,1,1,3.6,0,21,441,1
5,1,1,6.5,0,25,625,1
5,3,1,24,1,41,1681,1
5,0,0,19,1,34,1156,1
5,1,1,10.83333333,0,31,961,1
5,2,1,7,0,25,625,1
5,1,1,10.83333333,0,19,361,0
3,0,0,0,1,66,4356,1
3,0,0,0,1,65,4225,1
3,0,0,8.666666667,0,57,3249,1
3,15,1,0,1,19,361,1
3,1,1,6.5,0,25,625,1
3,2,1,10,1,45,2025,1
3,0,0,5.2,0,52,2704,1
3,0,0,4,0,32,1024,1
3,0,0,4.333333333,0,41,1681,1
3,1,1,5.2,0,55,3025,1
3,2,1,8,1,65,4225,1
3,6,1,10,1,45,2025,1
3,2,1,17.33333333,1,30,900,1
3,1,1,5.2,1,37,1369,0
3,0,0,6.066666667,0,29,841,1
3,0,0,5.2,0,62,3844,0
3,1,1,2.6,0,21,441,1
3,0,0,6.5,0,25,625,1
3,0,0,6,0,48,2304,1
3,0,0,2,0,29,841,1
3,2,1,16,1,44,1936,1
3,0,0,4,0,26,676,1
3,4,1,30,1,47,2209,1
3,0,0,0.866666667,0,24,576,1
3,0,0,7.6,0,57,3249,1
3,7,1,13,1,52,2704,1
3,0,0,0,0,72,5184,0
3,8,1,8.666666667,1,30,900,1
3,2,1,8.666666667,0,43,1849,1
3,0,0,8.666666667,0,23,529,1
3,0,0,5.633333333,0,62,3844,1
3,0,0,4.333333333,0,32,1024,1
3,0,0,8.666666667,0,65,4225,1
3,1,1,7,0,38,1444,1
3,0,0,0,0,54,2916,1
3,0,0,3.466666667,0,54,2916,1
3,1,1,0,0,20,400,1
3,15,1,30,1,35,1225,1
3,2,1,NA,0,29,841,1
3,0,0,14.73333333,1,42,1764,1
3,4,1,NA,0,59,3481,1
3,0,0,0,0,29,841,1
3,0,0,5.633333333,0,52,2704,1
3,0,0,7.8,0,50,2500,1
3,1,1,6,0,35,1225,1
3,1,1,4.2,1,50,2500,1
3,25,1,12,0,54,2916,1
3,4,1,NA,1,33,1089,1
3,0,0,NA,0,45,2025,0
3,1,1,10,1,26,676,1
3,0,0,0,1,22,484,1
3,0,0,5.2,0,31,961,1
3,0,0,6,0,23,529,1
3,2,1,NA,1,25,625,1
3,0,0,0,0,38,1444,0
3,0,0,4.333333333,0,40,1600,1
3,0,0,0,0,68,4624,0
3,0,0,NA,0,32,1024,1
3,0,0,NA,1,47,2209,1
3,0,0,NA,0,57,3249,1
3,1,1,0,0,32,1024,1
3,0,0,13,0,27,729,1
3,0,0,8,1,42,1764,1
3,0,0,4.8,0,49,2401,1
3,0,0,4,0,39,1521,1
3,1,1,0,0,40,1600,1
3,0,0,2.166666667,1,24,576,1
3,1,1,15.16666667,0,47,2209,1
3,0,0,NA,0,36,1296,1
3,3,1,4,1,70,4900,0
3,0,0,12,1,47,2209,1
3,5,1,15,1,29,841,1
3,3,1,0,0,57,3249,1
3,1,1,5.98,0,40,1600,1
3,0,0,0,0,26,676,1
3,0,0,0,0,22,484,1
3,0,0,3.466666667,0,39,1521,1
3,2,1,11.6,1,45,2025,1
3,0,0,20,0,52,2704,0
3,1,1,7.8,0,26,676,1
3,0,0,4.333333333,0,54,2916,1
3,0,0,7.8,0,26,676,1
3,4,1,5,1,26,676,1
3,8,1,12,1,37,1369,1
3,15,1,NA,1,54,2916,1
3,0,0,10,0,37,1369,1
3,6,1,NA,1,40,1600,1
3,1,1,0,1,23,529,1
3,0,0,0,0,39,1521,1
3,0,0,0,1,36,1296,1
3,0,0,6,0,46,2116,1
3,0,0,10,0,61,3721,1
3,1,1,8.666666667,0,27,729,1
3,0,0,0,0,33,1089,1
3,0,0,5.2,1,22,484,1
5,0,0,3.466666667,0,35,1225,1
5,0,0,4.333333333,0,40,1600,1
5,1,1,0,1,63,3969,0
5,2,1,0,0,63,3969,1
5,0,0,5.633333333,0,25,625,1
5,1,1,6.5,0,32,1024,1
5,0,0,0,0,67,4489,1
5,0,0,8.666666667,0,54,2916,1
5,1,1,4.333333333,0,47,2209,1
5,1,1,NA,1,56,3136,1
5,1,1,0,0,82,6724,0
5,60,1,16,1,48,2304,1
5,0,0,4.333333333,0,64,4096,1
5,0,0,0,0,62,3844,0
5,1,1,5,1,22,484,1
5,0,0,20,1,52,2704,1
5,1,1,8,0,50,2500,1
5,4,1,NA,1,55,3025,1
5,0,0,5.2,0,57,3249,1
5,20,1,0,1,20,400,1
5,6,1,NA,0,72,5184,1
5,0,0,0,0,85,7225,1
5,1,1,18,1,36,1296,1
5,1,1,0,0,55,3025,1
5,1,1,4,1,22,484,1
5,1,1,0,1,73,5329,1
5,1,1,0,0,19,361,1
5,3,1,0,0,50,2500,1
5,0,0,0,1,72,5184,1
5,0,0,0,0,21,441,1
5,0,0,12,0,39,1521,1
5,1,1,0,1,58,3364,1
5,6,1,6.5,1,24,576,1
5,0,0,NA,0,57,3249,0
5,5,1,20,1,52,2704,1
5,2,1,15,1,27,729,1
5,0,0,2,0,66,4356,1
5,0,0,5.2,0,52,2704,1
5,0,0,0,1,20,400,1
5,2,1,NA,1,57,3249,1
5,0,0,7,1,45,2025,1
5,5,1,0,0,70,4900,1
5,1,1,10.83333333,1,27,729,1
5,4,1,12,0,53,2809,1
5,0,0,18,1,53,2809,1
5,0,0,8,1,34,1156,1
5,3,1,8,0,43,1849,1
5,0,0,4.333333333,0,22,484,0
5,0,0,0,0,43,1849,1
5,2,1,8,1,37,1369,1
5,1,1,3.9,0,53,2809,1
5,0,0,7.8,0,29,841,1
5,0,0,2.6,0,50,2500,1
5,0,0,5.2,0,19,361,0
5,15,1,0,1,65,4225,1
5,1,1,0,0,39,1521,1
5,1,1,8,1,50,2500,1
5,2,1,9.6,0,51,2601,1
5,0,0,NA,1,35,1225,1
5,0,0,NA,1,37,1369,1
5,2,1,5.2,0,41,1681,1
5,0,0,0,1,29,841,0
5,0,0,0,0,52,2704,1
5,4,1,6,1,31,961,1
5,0,0,8.666666667,0,33,1089,1
5,0,0,0,0,19,361,1
5,0,0,7.8,0,23,529,1
5,1,1,NA,0,57,3249,0
5,0,0,6.5,0,20,400,1
5,0,0,NA,0,43,1849,0
5,0,0,9.966666667,0,41,1681,1
5,1,1,3.466666667,0,27,729,1
5,0,0,0,0,66,4356,1
5,0,0,0,1,24,576,1
5,0,0,0,1,23,529,1
5,0,0,3.466666667,1,29,841,1
5,1,1,10.83333333,0,37,1369,1
5,1,1,5.633333333,0,54,2916,1
5,0,0,0,1,30,900,1
5,0,0,0,0,40,1600,1
5,0,0,10,1,30,900,1
5,0,0,25,0,59,3481,1
5,0,0,4.333333333,0,24,576,1
5,2,1,12,1,35,1225,1
5,0,0,0,0,75,5625,1
5,0,0,7.366666667,0,32,1024,1
5,0,0,0,0,25,625,1
5,0,0,0,0,51,2601,1
5,0,0,6.5,0,52,2704,0
5,0,0,0,0,32,1024,1
5,1,1,5.2,0,59,3481,1
5,0,0,5,0,41,1681,1
5,1,1,4.333333333,0,76,5776,0
5,0,0,0,0,39,1521,1
5,0,0,4.5,0,22,484,1
5,0,0,0,0,32,1024,0
5,0,0,6.5,0,42,1764,1
5,0,0,0,0,57,3249,0
5,1,1,0,0,21,441,1
5,0,0,0.866666667,0,45,2025,1
5,0,0,5.2,0,53,2809,1
3,0,0,5.2,1,24,576,1
3,3,1,0,1,60,3600,1
3,0,0,0,1,25,625,1
3,3,1,0,1,22,484,1
3,0,0,20,1,74,5476,1
3,1,1,10.9,0,45,2025,1
3,0,0,0,0,26,676,1
3,1,1,10.6,1,38,1444,1
3,2,1,20,1,57,3249,1
3,3,1,0,1,59,3481,1
3,0,0,6.5,0,38,1444,1
3,0,0,10,0,50,2500,1
3,0,0,0,0,46,2116,1
3,0,0,8.666666667,1,23,529,1
3,0,0,11,0,45,2025,1
3,3,1,6,0,24,576,1
3,0,0,5.416666667,1,47,2209,0
3,1,1,30,1,47,2209,1
3,1,1,0,0,20,400,1
3,2,1,3.2,0,31,961,1
3,0,0,0,0,70,4900,1
3,0,0,5.633333333,1,30,900,1
3,1,1,NA,1,46,2116,1
3,10,1,14,0,37,1369,1
3,10,1,30,1,43,1849,1
3,0,0,NA,0,55,3025,1
3,4,1,5,0,50,2500,1
3,0,0,10.4,0,27,729,1
3,0,0,1.2,0,30,900,1
3,1,1,0,0,59,3481,1
3,1,1,5.633333333,0,21,441,1
3,1,1,0,1,66,4356,1
3,0,0,21.66666667,0,43,1849,1
3,0,0,13,0,51,2601,1
3,0,0,8,1,37,1369,1
3,0,0,15,1,51,2601,1
3,0,0,3.6,1,30,900,1
3,2,1,10,1,31,961,1
3,0,0,NA,0,39,1521,1
3,1,1,5,0,22,484,1
3,0,0,12,1,56,3136,1
3,0,0,0,0,41,1681,1
3,1,1,22,1,28,784,1
3,1,1,14,1,46,2116,1
3,0,0,5.6,1,39,1521,1
3,0,0,6.5,0,47,2209,1
3,0,0,18.63333333,1,46,2116,1
3,1,1,7.28,1,31,961,1
3,0,0,0,0,22,484,1
3,1,1,8.666666667,0,25,625,0
3,0,0,0,0,30,900,1
3,1,1,52,0,59,3481,1
3,0,0,14,1,45,2025,1
3,0,0,3.9,0,25,625,0
3,0,0,NA,0,57,3249,1
3,2,1,0,1,41,1681,0
3,0,0,0,0,40,1600,0
3,0,0,0,0,50,2500,1
3,0,0,0,0,51,2601,0
3,1,1,6.5,0,60,3600,0
3,0,0,0,0,26,676,1
3,1,1,16,0,33,1089,1
3,0,0,12,1,34,1156,1
3,0,0,2,0,43,1849,1
3,30,1,30,1,35,1225,1
3,2,1,9,0,34,1156,1
3,4,1,4.333333333,1,44,1936,1
3,0,0,20,1,33,1089,1
3,4,1,8.4,1,35,1225,1
3,1,1,34.66666667,0,27,729,1
3,2,1,10,0,34,1156,1
3,0,0,0,0,50,2500,1
3,20,1,17.33333333,0,27,729,1
3,0,0,10.4,1,47,2209,1
3,0,0,0,1,26,676,1
3,10,1,2.4,1,40,1600,1
3,0,0,0,0,45,2025,1
3,5,1,0,0,47,2209,0
3,1,1,0,0,49,2401,0
3,0,0,16.46666667,1,51,2601,1
3,0,0,0.7,0,69,4761,0
3,1,1,10,1,18,324,1
3,0,0,5,0,30,900,1
3,2,1,12,1,47,2209,1
3,0,0,0,0,51,2601,0
3,3,1,0,0,32,1024,1
3,3,1,NA,0,50,2500,1
3,4,1,4.333333333,1,22,484,1
3,2,1,6.5,0,35,1225,1
3,0,0,5.996,0,41,1681,1
3,0,0,10,0,43,1849,1
3,10,1,8,1,29,841,1
3,1,1,8.666666667,0,19,361,1
3,0,0,0.6,0,23,529,1
3,5,1,16.5,1,36,1296,1
3,0,0,4.333333333,0,46,2116,1
3,0,0,2.166666667,0,52,2704,1
3,4,1,6.5,0,18,324,1
3,0,0,6.5,0,29,841,1
3,1,1,6.5,0,33,1089,1
3,3,1,6.5,1,29,841,1
3,0,0,0,0,37,1369,1
3,0,0,3,0,21,441,1
3,2,1,0,1,62,3844,1
3,0,0,0,0,20,400,0
3,0,0,NA,0,73,5329,0
3,0,0,0,0,83,6889,0
3,0,0,2,0,63,3969,1
3,2,1,0,0,62,3844,1
3,0,0,8,1,40,1600,1
3,1,1,4.333333333,1,36,1296,1
3,0,0,3.333333333,0,66,4356,0
3,1,1,2.816666667,0,53,2809,1
3,0,0,0,0,57,3249,1
3,0,0,8.666666667,0,25,625,1
3,4,1,10.83333333,0,57,3249,1
3,0,0,0,0,66,4356,0
3,2,1,3.9,1,21,441,1
3,0,0,20,0,43,1849,1
3,2,1,21.66666667,0,39,1521,1
3,0,0,6.066666667,0,25,625,1
3,0,0,6.5,0,25,625,1
3,0,0,0,0,33,1089,1
3,0,0,0,0,35,1225,1
3,1,1,8.666666667,0,22,484,1
3,0,0,10,0,40,1600,1
3,0,0,0.5,0,59,3481,1
3,0,0,0,0,48,2304,1
3,0,0,0,0,76,5776,0
3,0,0,12.13333333,0,37,1369,0
3,0,0,8.666666667,0,32,1024,1
3,0,0,9.966666667,0,32,1024,1
2,0,0,8.666666667,0,49,2401,1
2,0,0,0.099,1,47,2209,1
2,0,0,21.66666667,1,29,841,1
2,0,0,13.21666667,1,29,841,1
2,1,1,5,0,22,484,1
2,0,0,4.333333333,1,22,484,1
2,0,0,6.066666667,0,24,576,1
2,5,1,18,1,26,676,1
2,0,0,9.1,0,56,3136,0
2,1,1,0,1,34,1156,1
2,2,1,8,0,45,2025,1
2,0,0,0,0,20,400,1
2,0,0,0,0,47,2209,1
2,0,0,0,0,53,2809,1
2,0,0,10,1,43,1849,1
2,2,1,13,1,25,625,1
2,0,0,26,1,29,841,1
2,0,0,0,0,37,1369,1
2,2,1,2.166666667,0,46,2116,1
2,2,1,43.33333333,1,45,2025,1
2,0,0,22,0,54,2916,1
2,0,0,6.2,0,72,5184,1
2,1,1,0,1,42,1764,1
2,1,1,0,0,34,1156,1
2,1,1,10,1,33,1089,1
2,0,0,7.4,0,49,2401,1
2,8,1,20,1,41,1681,1
2,3,1,15,1,26,676,1
2,0,0,0,1,48,2304,1
2,2,1,30,1,65,4225,1
2,0,0,0,0,66,4356,1
2,0,0,7.366666667,0,46,2116,1
2,0,0,0,1,42,1764,1
2,2,1,13,0,30,900,1
2,0,0,0,0,41,1681,1
2,5,1,18,1,39,1521,1
2,0,0,20,1,39,1521,1
2,1,1,0,0,61,3721,1
2,0,0,0,0,57,3249,1
2,3,1,10.83333333,0,21,441,0
2,0,0,5,0,40,1600,1
2,4,1,NA,1,45,2025,1
2,0,0,35,1,45,2025,1
2,3,1,20,1,45,2025,1
2,5,1,25,1,27,729,1
2,0,0,8.4,1,29,841,1
2,1,1,16,1,36,1296,1
2,0,0,NA,0,62,3844,1
2,0,0,0,0,71,5041,1
2,1,1,3,0,49,2401,1
2,0,0,10,1,54,2916,1
2,0,0,6.5,1,24,576,1
2,2,1,0,0,24,576,1
2,0,0,5.633333333,0,34,1156,1
2,6,1,NA,1,46,2116,1
2,0,0,12,1,29,841,1
2,10,1,10,1,25,625,1
2,0,0,20,1,40,1600,1
2,0,0,8.666666667,1,23,529,1
2,2,1,0,1,26,676,1
2,2,1,17,1,31,961,1
2,0,0,NA,1,47,2209,1
2,3,1,40,1,49,2401,1
2,0,0,2.166666667,1,41,1681,1
2,0,0,25,1,43,1849,1
2,1,1,4.3,1,21,441,1
2,0,0,6,1,85,7225,1
2,0,0,0,1,35,1225,1
2,0,0,0,1,61,3721,1
2,1,1,14,1,28,784,1
2,0,0,NA,1,53,2809,1
2,4,1,NA,1,39,1521,1
2,0,0,NA,1,71,5041,1
2,0,0,20,1,34,1156,1
2,6,1,30,1,35,1225,1
2,0,0,0,1,59,3481,1
2,0,0,NA,1,51,2601,1
2,0,0,0,0,74,5476,1
2,0,0,0,1,69,4761,1
2,0,0,30,1,45,2025,1
2,0,0,0,1,85,7225,1
2,10,1,15,1,55,3025,1
2,50,1,15,1,24,576,1
2,0,0,34.66666667,0,26,676,1
2,0,0,0,1,66,4356,1
2,1,1,40,1,51,2601,1
2,0,0,0,0,72,5184,1
2,1,1,5,1,47,2209,1
2,12,1,0,1,34,1156,1
2,12,1,17,1,26,676,1
2,0,0,0,0,22,484,1
2,0,0,0,1,40,1600,1
2,0,0,10.83333333,0,54,2916,1
2,0,0,5.2,0,54,2916,1
2,0,0,4.55,0,54,2916,1
2,0,0,8.666666667,0,56,3136,1
2,4,1,8.8,1,33,1089,1
2,10,1,NA,1,43,1849,1
2,3,1,70,1,45,2025,1
2,0,0,10,0,41,1681,1
2,0,0,0,0,81,6561,0
2,2,1,5.2,0,43,1849,1
2,3,1,0,1,68,4624,1
2,30,1,NA,1,36,1296,1
2,0,0,0,0,51,2601,1
2,10,1,NA,1,29,841,1
2,1,1,10,1,25,625,1
2,1,1,10,1,37,1369,1
2,0,0,14,0,25,625,1
2,0,0,0,0,42,1764,1
2,1,1,7,1,31,961,1
2,0,0,NA,0,35,1225,1
2,0,0,21.66666667,0,57,3249,1
2,0,0,0,0,68,4624,1
2,1,1,13,0,40,1600,1
2,1,1,10,1,29,841,1
2,1,1,7.735,0,28,784,1
2,0,0,6.5,0,60,3600,1
2,15,1,16,1,25,625,1
2,3,1,30,1,56,3136,0
2,15,1,30,1,74,5476,1
2,1,1,20,1,34,1156,1
2,5,1,0,1,62,3844,1
2,1,1,0,1,58,3364,1
2,2,1,0,1,65,4225,1
2,0,0,45,1,48,2304,1
2,1,1,NA,1,56,3136,1
2,6,1,0,0,64,4096,1
2,0,0,0,0,67,4489,0
2,5,1,NA,1,30,900,1
2,0,0,19,1,28,784,1
2,30,1,10,0,42,1764,1
2,0,0,6.5,0,28,784,0
2,0,0,12.13333333,0,46,2116,1
2,0,0,NA,0,46,2116,0
2,0,0,0,0,32,1024,1
2,0,0,0,1,34,1156,1
2,0,0,15,1,36,1296,1
2,0,0,4.766666667,0,42,1764,1
2,0,0,0,0,36,1296,1
2,0,0,0,1,22,484,1
2,2,1,3.25,0,42,1764,1
2,8,1,10.4,0,23,529,1
2,0,0,0,0,48,2304,0
2,1,1,8.233333333,0,24,576,1
2,0,0,5.85,0,38,1444,1
2,1,1,5.2,0,45,2025,1
2,0,0,8.666666667,0,42,1764,1
2,0,0,20,1,29,841,1
2,1,1,12,1,36,1296,1
2,0,0,9.966666667,0,41,1681,1
2,10,1,15,1,24,576,1
2,0,0,0,0,39,1521,1
2,0,0,5,1,18,324,1
2,0,0,12,0,49,2401,0
2,0,0,15,0,25,625,1
2,0,0,9.533333333,0,55,3025,1
2,0,0,4.4,0,46,2116,1
2,0,0,6.066666667,0,43,1849,1
2,0,0,0,1,56,3136,1
2,0,0,24,1,29,841,1
2,2,1,0,0,38,1444,0
2,1,1,0,0,32,1024,1
2,3,1,8.233333333,0,25,625,1
2,2,1,14.5,0,40,1600,1
2,0,0,3.466666667,0,33,1089,1
2,0,0,6.5,0,27,729,0
2,0,0,15,1,28,784,0
6,1,1,20,1,45,2025,1
6,0,0,6.5,0,38,1444,1
6,0,0,NA,0,34,1156,1
6,0,0,8.666666667,1,51,2601,1
6,0,0,4,0,61,3721,1
